cue,switch_bfstm,vita_dpk_index,orig_candidate,switch_dur,vita_dur,similarity,dur_ratio,verdict
AC02SF,AC02SF.dspadpcm.bfstm,2076,2076,1.057,1.003,0.719,0.949,confirmed
AC03CA,AC03CA.dspadpcm.bfstm,2077,2077,1.365,1.621,0.844,0.842,confirmed
AC03CB,AC03CB.dspadpcm.bfstm,2078,2078,1.554,1.664,0.903,0.934,confirmed
AC03CC,AC03CC.dspadpcm.bfstm,2079,2079,1.469,1.515,0.767,0.97,confirmed
AC03CD,AC03CD.dspadpcm.bfstm,2081,2080,1.872,1.813,0.837,0.968,confirmed
AC03SA,AC03SA.dspadpcm.bfstm,2083,2083,0.953,1.195,0.763,0.797,confirmed
AC03SB,AC03SB.dspadpcm.bfstm,2084,2084,1.253,1.024,0.763,0.817,confirmed
AC03SC,AC03SC.dspadpcm.bfstm,2085,2085,1.239,1.045,0.763,0.843,confirmed
AC03SD,AC03SD.dspadpcm.bfstm,2086,2086,1.228,1.28,0.763,0.959,confirmed
AC03SE,AC03SE.dspadpcm.bfstm,2087,2087,1.125,1.109,0.763,0.986,confirmed
AC03SF,AC03SF.dspadpcm.bfstm,2088,2088,1.13,1.152,0.763,0.981,confirmed
AC04CA,AC04CA.dspadpcm.bfstm,2089,2089,1.933,1.813,0.79,0.938,confirmed
AC04CB,AC04CB.dspadpcm.bfstm,2092,2090,1.459,1.963,0.79,0.743,confirmed
AC04CC,AC04CC.dspadpcm.bfstm,2093,2091,2.413,2.859,0.79,0.844,confirmed
AC04CD,AC04CD.dspadpcm.bfstm,2094,2092,1.574,2.304,0.754,0.683,confirmed
AC04SA,AC04SA.dspadpcm.bfstm,2095,2095,0.918,1.216,0.788,0.755,confirmed
AC04SB,AC04SB.dspadpcm.bfstm,2096,2096,1.509,1.451,0.788,0.962,confirmed
AC04SC,AC04SC.dspadpcm.bfstm,2097,2097,1.306,1.365,0.788,0.957,confirmed
AC04SD,AC04SD.dspadpcm.bfstm,2098,2098,1.373,1.323,0.788,0.964,confirmed
AC04SE,AC04SE.dspadpcm.bfstm,2099,2099,1.498,1.579,0.788,0.949,confirmed
AC04SF,AC04SF.dspadpcm.bfstm,2100,2100,1.246,1.493,0.788,0.835,confirmed
AC05CA,AC05CA.dspadpcm.bfstm,2101,2101,1.429,1.835,0.607,0.779,confirmed
AC05CB,AC05CB.dspadpcm.bfstm,2103,2102,1.365,2.176,0.533,0.627,confirmed
AC05CC,AC05CC.dspadpcm.bfstm,2104,2103,1.259,2.005,0.607,0.628,confirmed
AC05CD,AC05CD.dspadpcm.bfstm,2106,2104,1.304,2.347,0.533,0.556,confirmed
AC05SA,AC05SA.dspadpcm.bfstm,2107,2107,2.414,2.112,0.864,0.875,confirmed
AC05SB,AC05SB.dspadpcm.bfstm,2108,2108,3.285,1.707,0.841,0.52,confirmed
AC05SC,AC05SC.dspadpcm.bfstm,2109,2109,1.996,1.557,0.86,0.78,confirmed
AC05SD,AC05SD.dspadpcm.bfstm,2110,2110,3.409,2.304,0.853,0.676,confirmed
AC05SE,AC05SE.dspadpcm.bfstm,2111,2111,2.938,1.856,0.853,0.632,confirmed
AC05SF,AC05SF.dspadpcm.bfstm,2112,2112,2.859,1.685,0.853,0.589,confirmed
AC06CA,AC06CA.dspadpcm.bfstm,2113,2113,0.447,0.576,0.599,0.776,confirmed
AC06CB,AC06CB.dspadpcm.bfstm,2114,2114,0.411,0.597,0.599,0.688,confirmed
AC06CC,AC06CC.dspadpcm.bfstm,2115,2115,0.344,0.597,0.599,0.576,confirmed
AC06CD,AC06CD.dspadpcm.bfstm,2116,2116,0.502,0.619,0.599,0.811,confirmed
AC06SA,AC06SA.dspadpcm.bfstm,2119,2119,2.081,1.749,0.829,0.84,confirmed
AC06SB,AC06SB.dspadpcm.bfstm,2120,2120,2.368,1.493,0.822,0.63,confirmed
AC06SC,AC06SC.dspadpcm.bfstm,2121,2121,2.098,1.835,0.822,0.875,confirmed
AC06SD,AC06SD.dspadpcm.bfstm,2122,2122,2.293,1.899,0.811,0.828,confirmed
AC06SE,AC06SE.dspadpcm.bfstm,2123,2123,2.312,1.621,0.835,0.701,confirmed
AC06SF,AC06SF.dspadpcm.bfstm,2124,2124,1.901,1.984,0.822,0.958,confirmed
AC07CA,AC07CA.dspadpcm.bfstm,2125,2125,1.821,2.005,0.817,0.908,confirmed
AC07CB,AC07CB.dspadpcm.bfstm,2126,2126,1.749,2.347,0.84,0.745,confirmed
AC07CC,AC07CC.dspadpcm.bfstm,2127,2127,1.853,2.475,0.817,0.749,confirmed
AC07CD,AC07CD.dspadpcm.bfstm,2128,2128,1.712,2.176,0.817,0.787,confirmed
AC07SA,AC07SA.dspadpcm.bfstm,2131,2131,1.7,1.6,0.565,0.941,confirmed
AC07SB,AC07SB.dspadpcm.bfstm,2132,2132,3.155,1.472,0.565,0.467,no-match
AC07SC,AC07SC.dspadpcm.bfstm,2133,2133,1.492,1.664,0.509,0.897,confirmed
AC07SD,AC07SD.dspadpcm.bfstm,2134,2134,1.602,1.749,0.565,0.916,confirmed
AC07SE,AC07SE.dspadpcm.bfstm,2135,2135,1.65,1.6,0.565,0.97,confirmed
AC07SF,AC07SF.dspadpcm.bfstm,2136,2136,1.733,1.813,0.509,0.956,confirmed
AC08CA,AC08CA.dspadpcm.bfstm,2137,2137,2.109,1.941,0.592,0.92,confirmed
AC08CB,AC08CB.dspadpcm.bfstm,2139,2138,1.752,1.685,0.569,0.962,confirmed
AC08CC,AC08CC.dspadpcm.bfstm,2141,2139,1.743,1.792,0.558,0.973,confirmed
AC08CD,AC08CD.dspadpcm.bfstm,2142,2140,1.736,1.813,0.558,0.958,confirmed
AC08SA,AC08SA.dspadpcm.bfstm,2143,2143,1.13,1.472,0.637,0.768,confirmed
AC08SB,AC08SB.dspadpcm.bfstm,2144,2144,1.835,1.6,0.617,0.872,confirmed
AC08SC,AC08SC.dspadpcm.bfstm,2145,2145,1.162,1.451,0.617,0.801,confirmed
AC08SD,AC08SD.dspadpcm.bfstm,2146,2146,1.402,1.6,0.617,0.876,confirmed
AC08SE,AC08SE.dspadpcm.bfstm,2147,2147,1.917,1.728,0.514,0.901,confirmed
AC08SF,AC08SF.dspadpcm.bfstm,2148,2148,1.611,1.579,0.617,0.98,confirmed
AC09CA,AC09CA.dspadpcm.bfstm,2149,2149,3.632,3.456,0.825,0.952,confirmed
AC09CB,AC09CB.dspadpcm.bfstm,2150,2150,2.697,2.923,0.795,0.923,confirmed
AC09CC,AC09CC.dspadpcm.bfstm,2151,2151,3.163,3.115,0.795,0.985,confirmed
AC09CD,AC09CD.dspadpcm.bfstm,2153,2152,2.994,3.179,0.793,0.942,confirmed
AC09SA,AC09SA.dspadpcm.bfstm,2155,2155,2.065,1.963,0.801,0.951,confirmed
AC09SB,AC09SB.dspadpcm.bfstm,2156,2156,2.794,1.877,0.801,0.672,confirmed
AC09SC,AC09SC.dspadpcm.bfstm,2157,2157,2.128,1.707,0.792,0.802,confirmed
AC09SD,AC09SD.dspadpcm.bfstm,2158,2158,2.671,2.112,0.812,0.791,confirmed
AC09SE,AC09SE.dspadpcm.bfstm,2159,2159,2.251,2.048,0.818,0.91,confirmed
AC09SF,AC09SF.dspadpcm.bfstm,2160,2160,2.157,1.856,0.812,0.86,confirmed
AC10CA,AC10CA.dspadpcm.bfstm,2161,2161,3.397,2.987,0.656,0.879,confirmed
AC10CB,AC10CB.dspadpcm.bfstm,2162,2162,2.736,2.859,0.656,0.957,confirmed
AC10CC,AC10CC.dspadpcm.bfstm,2163,2163,2.97,2.965,0.653,0.998,confirmed
AC10CD,AC10CD.dspadpcm.bfstm,2165,2165,2.759,3.093,0.656,0.892,confirmed
AC10SA,AC10SA.dspadpcm.bfstm,2167,2168,2.762,2.389,0.649,0.865,confirmed
AC10SB,AC10SB.dspadpcm.bfstm,2168,2169,3.636,2.496,0.593,0.686,confirmed
AC10SC,AC10SC.dspadpcm.bfstm,2169,2170,2.975,2.496,0.648,0.839,confirmed
AC10SD,AC10SD.dspadpcm.bfstm,2170,2171,3.109,2.603,0.657,0.837,confirmed
AC10SE,AC10SE.dspadpcm.bfstm,2171,2172,3.301,2.709,0.648,0.821,confirmed
AC10SF,AC10SF.dspadpcm.bfstm,2172,2173,2.603,2.709,0.662,0.961,confirmed
AC11CA,AC11CA.dspadpcm.bfstm,2174,2174,2.346,2.389,0.888,0.982,confirmed
AC11CB,AC11CB.dspadpcm.bfstm,2175,2175,2.254,2.453,0.888,0.919,confirmed
AC11CC,AC11CC.dspadpcm.bfstm,2176,2176,3.056,2.837,0.847,0.928,confirmed
AC11CD,AC11CD.dspadpcm.bfstm,2177,2177,2.42,2.603,0.888,0.93,confirmed
AC11SA,AC11SA.dspadpcm.bfstm,2178,2180,1.944,2.667,0.581,0.729,confirmed
AC11SB,AC11SB.dspadpcm.bfstm,2179,2181,2.429,2.325,0.513,0.957,confirmed
AC11SC,AC11SC.dspadpcm.bfstm,2180,2182,1.875,2.304,0.537,0.814,confirmed
AC11SD,AC11SD.dspadpcm.bfstm,2181,2183,2.179,2.304,0.513,0.946,confirmed
AC11SE,AC11SE.dspadpcm.bfstm,2183,2184,2.025,2.496,0.521,0.811,confirmed
AC11SF,AC11SF.dspadpcm.bfstm,2184,2185,1.896,2.496,0.513,0.76,confirmed
AC12CA,AC12CA.dspadpcm.bfstm,2185,2186,2.944,2.709,0.914,0.92,confirmed
AC12CB,AC12CB.dspadpcm.bfstm,2186,2187,2.794,2.581,0.914,0.924,confirmed
AC12CC,AC12CC.dspadpcm.bfstm,2188,2188,3.947,2.944,0.914,0.746,confirmed
AC12CD,AC12CD.dspadpcm.bfstm,2189,2189,3.114,2.795,0.914,0.898,confirmed
AC12SA,AC12SA.dspadpcm.bfstm,2192,2192,2.592,2.581,0.69,0.996,confirmed
AC12SC,AC12SC.dspadpcm.bfstm,2193,2193,2.941,3.072,0.744,0.957,confirmed
AC12SD,AC12SD.dspadpcm.bfstm,2194,2194,3.003,2.88,0.69,0.959,confirmed
AC12SE,AC12SE.dspadpcm.bfstm,2195,2195,3.733,2.795,0.611,0.749,confirmed
AC12SF,AC12SF.dspadpcm.bfstm,2196,2196,3.119,3.349,0.611,0.931,confirmed
AC13CA,AC13CA.dspadpcm.bfstm,2197,2197,1.696,1.856,0.879,0.914,confirmed
AC13CB,AC13CB.dspadpcm.bfstm,2199,2198,1.557,1.899,0.88,0.82,confirmed
AC13CC,AC13CC.dspadpcm.bfstm,2200,2199,1.55,2.005,0.872,0.773,confirmed
AC13CD,AC13CD.dspadpcm.bfstm,2202,2200,1.437,2.069,0.875,0.695,confirmed
AC13SA,AC13SA.dspadpcm.bfstm,2203,2203,1.477,1.792,0.612,0.824,confirmed
AC13SB,AC13SB.dspadpcm.bfstm,2204,2204,3.589,1.749,0.612,0.487,no-match
AC13SC,AC13SC.dspadpcm.bfstm,2205,2205,1.614,1.728,0.612,0.934,confirmed
AC13SD,AC13SD.dspadpcm.bfstm,2206,2206,1.781,1.941,0.612,0.918,confirmed
AC13SE,AC13SE.dspadpcm.bfstm,2207,2207,1.816,1.899,0.612,0.956,confirmed
AC13SF,AC13SF.dspadpcm.bfstm,2208,2208,1.597,1.877,0.612,0.851,confirmed
AC14CA,AC14CA.dspadpcm.bfstm,2209,2209,2.176,2.261,0.653,0.962,confirmed
AC14CB,AC14CB.dspadpcm.bfstm,2210,2210,2.181,2.475,0.668,0.881,confirmed
AC14CC,AC14CC.dspadpcm.bfstm,2212,2212,2.347,2.453,0.653,0.957,confirmed
AC14CD,AC14CD.dspadpcm.bfstm,2213,2213,2.139,2.688,0.668,0.796,confirmed
AC14SA,AC14SA.dspadpcm.bfstm,2215,2216,2.021,2.197,0.778,0.92,confirmed
AC14SB,AC14SB.dspadpcm.bfstm,2216,2217,4.314,2.261,0.773,0.524,confirmed
AC14SC,AC14SC.dspadpcm.bfstm,2217,2218,2.013,2.304,0.778,0.874,confirmed
AC14SD,AC14SD.dspadpcm.bfstm,2218,2219,2.299,2.389,0.778,0.962,confirmed
AC14SE,AC14SE.dspadpcm.bfstm,2219,2220,3.44,2.453,0.778,0.713,confirmed
AC14SF,AC14SF.dspadpcm.bfstm,2220,2223,1.89,2.517,0.822,0.751,confirmed
AC15CA,AC15CA.dspadpcm.bfstm,2221,2224,2.544,2.069,0.724,0.813,confirmed
AC15CB,AC15CB.dspadpcm.bfstm,2224,2225,2.538,2.24,0.724,0.883,confirmed
AC15CC,AC15CC.dspadpcm.bfstm,2225,2226,2.109,1.856,0.724,0.88,confirmed
AC15CD,AC15CD.dspadpcm.bfstm,2226,2227,2.351,1.984,0.724,0.844,confirmed
AC15SA,AC15SA.dspadpcm.bfstm,2228,2230,2.163,1.941,0.868,0.897,confirmed
AC15SC,AC15SC.dspadpcm.bfstm,2229,2231,2.517,2.069,0.56,0.822,confirmed
AC15SD,AC15SD.dspadpcm.bfstm,2230,2232,2.447,2.005,0.868,0.819,confirmed
AC15SE,AC15SE.dspadpcm.bfstm,2231,2233,2.621,2.112,0.774,0.806,confirmed
AC15SF,AC15SF.dspadpcm.bfstm,2232,2234,3.061,2.24,0.868,0.732,confirmed
AC16CA,AC16CA.dspadpcm.bfstm,2234,2235,4.581,3.115,0.731,0.68,confirmed
AC16CB,AC16CB.dspadpcm.bfstm,2236,2236,4.041,3.264,0.747,0.808,confirmed
AC16CC,AC16CC.dspadpcm.bfstm,2237,2237,4.297,3.392,0.731,0.789,confirmed
AC16CD,AC16CD.dspadpcm.bfstm,2238,2238,3.861,3.221,0.747,0.834,confirmed
AC16SA,AC16SA.dspadpcm.bfstm,2239,2241,1.385,1.429,0.769,0.969,confirmed
AC16SB,AC16SB.dspadpcm.bfstm,2240,2242,1.868,1.195,0.769,0.64,confirmed
AC16SC,AC16SC.dspadpcm.bfstm,2241,2243,1.288,1.387,0.769,0.929,confirmed
AC16SD,AC16SD.dspadpcm.bfstm,2242,2244,1.434,1.557,0.769,0.921,confirmed
AC16SE,AC16SE.dspadpcm.bfstm,2243,2245,2.008,1.301,0.769,0.648,confirmed
AC16SF,AC16SF.dspadpcm.bfstm,2244,2246,1.611,1.515,0.769,0.94,confirmed
AC17SA,AC17SA.dspadpcm.bfstm,2245,2247,1.627,1.6,0.766,0.983,confirmed
AC17SB,AC17SB.dspadpcm.bfstm,2246,2248,2.395,1.28,0.631,0.534,confirmed
AC17SC,AC17SC.dspadpcm.bfstm,2247,2249,1.538,1.365,0.766,0.888,confirmed
AC17SD,AC17SD.dspadpcm.bfstm,2248,2250,1.751,1.749,0.631,0.999,confirmed
AC17SF,AC17SF.dspadpcm.bfstm,2250,2251,1.747,1.493,0.79,0.855,confirmed
AC18SA,AC18SA.dspadpcm.bfstm,2252,2252,1.301,1.259,0.654,0.968,confirmed
AC18SC,AC18SC.dspadpcm.bfstm,2253,2253,1.361,1.387,0.654,0.981,confirmed
AC18SD,AC18SD.dspadpcm.bfstm,2254,2254,1.682,1.344,0.637,0.799,confirmed
AC18SE,AC18SE.dspadpcm.bfstm,2255,2255,1.469,1.365,0.569,0.929,confirmed
AC18SF,AC18SF.dspadpcm.bfstm,2256,2256,1.208,1.515,0.649,0.797,confirmed
AC19SA,AC19SA.dspadpcm.bfstm,2257,2257,0.608,0.789,0.975,0.771,confirmed
AC19SB,AC19SB.dspadpcm.bfstm,2258,2258,1.356,0.875,0.931,0.645,confirmed
AC19SC,AC19SC.dspadpcm.bfstm,2259,2259,0.67,0.811,0.931,0.826,confirmed
AC19SD,AC19SD.dspadpcm.bfstm,2260,2260,0.576,0.875,0.931,0.658,confirmed
AC19SE,AC19SE.dspadpcm.bfstm,2261,2261,0.946,0.939,0.931,0.993,confirmed
AC19SF,AC19SF.dspadpcm.bfstm,2262,2262,0.728,0.875,0.931,0.832,confirmed
AC20SA,AC20SA.dspadpcm.bfstm,2263,2263,0.464,0.875,0.841,0.53,confirmed
AC20SC,AC20SC.dspadpcm.bfstm,2264,2264,0.71,0.939,0.762,0.756,confirmed
AC20SD,AC20SD.dspadpcm.bfstm,2265,2265,0.833,1.024,0.738,0.813,confirmed
AC20SE,AC20SE.dspadpcm.bfstm,2266,2266,0.859,0.939,0.841,0.915,confirmed
AC20SF,AC20SF.dspadpcm.bfstm,2267,2267,1.013,1.024,0.752,0.989,confirmed
AC21SA,AC21SA.dspadpcm.bfstm,2269,2269,2.211,1.984,0.955,0.897,confirmed
AC21SB,AC21SB.dspadpcm.bfstm,2270,2270,3.355,1.92,0.917,0.572,confirmed
AC21SC,AC21SC.dspadpcm.bfstm,2271,2271,2.843,1.749,0.955,0.615,confirmed
AC21SD,AC21SD.dspadpcm.bfstm,2272,2272,2.833,2.155,0.954,0.761,confirmed
AC21SE,AC21SE.dspadpcm.bfstm,2273,2273,3.792,2.069,0.955,0.546,confirmed
AC21SF,AC21SF.dspadpcm.bfstm,2274,2274,2.632,1.899,0.917,0.722,confirmed
AC22SA,AC22SA.dspadpcm.bfstm,2275,2275,2.148,2.368,0.796,0.907,confirmed
AC22SB,AC22SB.dspadpcm.bfstm,2276,2276,2.85,2.603,0.515,0.913,confirmed
AC22SC,AC22SC.dspadpcm.bfstm,2277,2277,2.49,2.219,0.786,0.891,confirmed
AC22SD,AC22SD.dspadpcm.bfstm,2278,2278,2.506,2.56,0.86,0.979,confirmed
AC22SE,AC22SE.dspadpcm.bfstm,2279,2279,2.798,2.816,0.763,0.994,confirmed
AC22SF,AC22SF.dspadpcm.bfstm,2280,2280,2.221,2.411,0.786,0.921,confirmed
AC23SA,AC23SA.dspadpcm.bfstm,2281,2281,1.571,1.92,0.845,0.818,confirmed
AC23SB,AC23SB.dspadpcm.bfstm,2282,2282,2.288,2.517,0.719,0.909,confirmed
AC23SC,AC23SC.dspadpcm.bfstm,2283,2283,1.765,2.048,0.724,0.862,confirmed
AC23SD,AC23SD.dspadpcm.bfstm,2284,2284,1.839,2.069,0.839,0.889,confirmed
AC23SE,AC23SE.dspadpcm.bfstm,2285,2285,1.93,2.731,0.719,0.707,confirmed
AC23SF,AC23SF.dspadpcm.bfstm,2286,2286,1.826,2.24,,0.815,no-speech-durmatch
AC24SA,AC24SA.dspadpcm.bfstm,2287,2287,1.011,1.387,0.731,0.729,confirmed
AC24SB,AC24SB.dspadpcm.bfstm,2288,2288,1.214,1.493,0.493,0.813,confirmed
AC24SC,AC24SC.dspadpcm.bfstm,2289,2289,1.162,1.557,0.742,0.746,confirmed
AC24SD,AC24SD.dspadpcm.bfstm,2290,2290,1.287,1.493,0.762,0.862,confirmed
AC24SE,AC24SE.dspadpcm.bfstm,2291,2291,1.408,1.621,0.726,0.869,confirmed
AC24SF,AC24SF.dspadpcm.bfstm,2292,2292,1.228,1.685,0.64,0.729,confirmed
AD01CA,AD01CA.dspadpcm.bfstm,2293,2293,2.462,2.347,0.877,0.953,confirmed
AD01CB,AD01CB.dspadpcm.bfstm,2294,2294,2.299,2.475,0.946,0.929,confirmed
AD01CC,AD01CC.dspadpcm.bfstm,2295,2295,2.0,1.856,0.898,0.928,confirmed
AD01CD,AD01CD.dspadpcm.bfstm,2296,2296,2.152,2.56,0.946,0.841,confirmed
AD01CDb,AD01CDb.dspadpcm.bfstm,2297,2297,2.392,2.411,0.915,0.992,confirmed
AD01SA,AD01SA.dspadpcm.bfstm,2300,2300,2.053,1.728,0.662,0.842,confirmed
AD01SB,AD01SB.dspadpcm.bfstm,2301,2301,2.189,1.856,0.662,0.848,confirmed
AD01SC,AD01SC.dspadpcm.bfstm,2302,2302,2.178,1.728,0.645,0.793,confirmed
AD01SD,AD01SD.dspadpcm.bfstm,2303,2303,2.071,1.877,0.662,0.906,confirmed
AD01SE,AD01SE.dspadpcm.bfstm,2304,2304,1.987,2.027,0.662,0.98,confirmed
AD01SF,AD01SF.dspadpcm.bfstm,2305,2305,1.925,1.877,0.662,0.975,confirmed
AD02CA,AD02CA.dspadpcm.bfstm,2306,2306,4.797,4.779,0.909,0.996,confirmed
AD02CB,AD02CB.dspadpcm.bfstm,2307,2307,4.395,4.245,0.909,0.966,confirmed
AD02CC,AD02CC.dspadpcm.bfstm,2309,2308,4.56,5.184,0.909,0.88,confirmed
AD02CD,AD02CD.dspadpcm.bfstm,2310,2309,4.064,4.48,0.959,0.907,confirmed
AD02CDb,AD02CDb.dspadpcm.bfstm,2312,2310,4.464,4.309,0.869,0.965,confirmed
AD02SA,AD02SA.dspadpcm.bfstm,2313,2313,1.704,1.835,0.675,0.929,confirmed
AD02SB,AD02SB.dspadpcm.bfstm,2314,2314,2.186,1.728,0.675,0.79,confirmed
AD02SC,AD02SC.dspadpcm.bfstm,2315,2315,2.65,1.813,0.675,0.684,confirmed
AD02SD,AD02SD.dspadpcm.bfstm,2316,2316,1.829,1.984,0.675,0.922,confirmed
AD02SE,AD02SE.dspadpcm.bfstm,2317,2317,1.828,1.877,0.675,0.974,confirmed
AD02SF,AD02SF.dspadpcm.bfstm,2318,2318,1.76,1.963,0.675,0.897,confirmed
AD03CA,AD03CA.dspadpcm.bfstm,2319,2319,4.357,4.139,0.9,0.95,confirmed
AD03CB,AD03CB.dspadpcm.bfstm,2320,2320,4.197,3.52,0.801,0.839,confirmed
AD03CC,AD03CC.dspadpcm.bfstm,2322,2321,4.757,4.48,0.801,0.942,confirmed
AD03CD,AD03CD.dspadpcm.bfstm,2323,2322,4.042,4.16,0.889,0.972,confirmed
AD03CDb,AD03CDb.dspadpcm.bfstm,2324,2323,4.155,3.819,0.9,0.919,confirmed
AD03SA,AD03SA.dspadpcm.bfstm,2326,2326,4.32,4.139,0.718,0.958,confirmed
AD03SB,AD03SB.dspadpcm.bfstm,2327,2327,4.939,4.736,0.718,0.959,confirmed
AD03SC,AD03SC.dspadpcm.bfstm,2328,2328,4.805,3.285,0.724,0.684,confirmed
AD03SD,AD03SD.dspadpcm.bfstm,2329,2329,4.644,4.48,0.704,0.965,confirmed
AD03SE,AD03SE.dspadpcm.bfstm,2330,2330,4.197,5.141,0.696,0.816,confirmed
AD03SF,AD03SF.dspadpcm.bfstm,2331,2331,4.074,3.584,0.708,0.88,confirmed
AD04CA,AD04CA.dspadpcm.bfstm,2332,2332,5.019,4.48,0.835,0.893,confirmed
AD04CB,AD04CB.dspadpcm.bfstm,2335,2333,4.81,4.864,0.796,0.989,confirmed
AD04CC,AD04CC.dspadpcm.bfstm,2336,2334,5.419,4.864,0.877,0.898,confirmed
AD04CD,AD04CD.dspadpcm.bfstm,2337,2335,4.72,4.075,0.837,0.863,confirmed
AD04CDb,AD04CDb.dspadpcm.bfstm,2338,2336,4.853,3.861,0.872,0.796,confirmed
AD04SA,AD04SA.dspadpcm.bfstm,2339,2339,4.196,4.523,0.805,0.928,confirmed
AD04SB,AD04SB.dspadpcm.bfstm,2340,2340,4.898,3.947,0.781,0.806,confirmed
AD04SC,AD04SC.dspadpcm.bfstm,2341,2341,4.077,3.776,0.786,0.926,confirmed
AD04SD,AD04SD.dspadpcm.bfstm,2342,2342,4.26,4.928,0.781,0.864,confirmed
AD04SE,AD04SE.dspadpcm.bfstm,2343,2343,4.011,4.288,0.78,0.935,confirmed
AD04SF,AD04SF.dspadpcm.bfstm,2344,2344,3.535,4.096,0.789,0.863,confirmed
AD05CA,AD05CA.dspadpcm.bfstm,2345,2345,5.131,4.843,0.979,0.944,confirmed
AD05CB,AD05CB.dspadpcm.bfstm,2346,2346,4.517,3.691,0.98,0.817,confirmed
AD05CC,AD05CC.dspadpcm.bfstm,2348,2347,5.088,5.248,0.979,0.97,confirmed
AD05CD,AD05CD.dspadpcm.bfstm,2349,2348,4.384,4.544,0.98,0.965,confirmed
AD05CDb,AD05CDb.dspadpcm.bfstm,2350,2349,4.527,4.011,0.966,0.886,confirmed
AD05SA,AD05SA.dspadpcm.bfstm,2352,2352,1.513,1.813,0.713,0.835,confirmed
AD05SB,AD05SB.dspadpcm.bfstm,2353,2353,1.605,1.771,0.757,0.906,confirmed
AD05SC,AD05SC.dspadpcm.bfstm,2354,2354,1.705,1.92,0.713,0.888,confirmed
AD05SD,AD05SD.dspadpcm.bfstm,2355,2355,1.581,1.963,0.757,0.805,confirmed
AD05SE,AD05SE.dspadpcm.bfstm,2356,2356,1.715,1.92,0.757,0.893,confirmed
AD05SF,AD05SF.dspadpcm.bfstm,2357,2357,1.565,2.091,0.713,0.748,confirmed
AD06CA,AD06CA.dspadpcm.bfstm,2358,2358,4.187,3.712,0.932,0.887,confirmed
AD06CB,AD06CB.dspadpcm.bfstm,2361,2359,3.962,4.032,0.947,0.983,confirmed
AD06CC,AD06CC.dspadpcm.bfstm,2362,2360,4.341,4.352,0.972,0.997,confirmed
AD06CD,AD06CD.dspadpcm.bfstm,2363,2361,3.781,3.264,0.932,0.863,confirmed
AD06CDb,AD06CDb.dspadpcm.bfstm,2364,2362,4.331,3.072,0.932,0.709,confirmed
AD06SA,AD06SA.dspadpcm.bfstm,2365,2365,1.08,1.408,0.759,0.767,confirmed
AD06SB,AD06SB.dspadpcm.bfstm,2366,2366,1.626,1.237,0.7,0.761,confirmed
AD06SC,AD06SC.dspadpcm.bfstm,2367,2367,1.44,1.515,0.635,0.95,confirmed
AD06SD,AD06SD.dspadpcm.bfstm,2368,2368,1.357,1.515,0.721,0.896,confirmed
AD06SE,AD06SE.dspadpcm.bfstm,2369,2369,1.368,1.344,0.759,0.982,confirmed
AD06SF,AD06SF.dspadpcm.bfstm,2370,2370,1.487,1.643,0.635,0.905,confirmed
AD07CA,AD07CA.dspadpcm.bfstm,2372,2371,2.64,2.475,0.971,0.938,confirmed
AD07CB,AD07CB.dspadpcm.bfstm,2374,2372,2.66,2.56,0.971,0.962,confirmed
AD07CC,AD07CC.dspadpcm.bfstm,2375,2373,2.848,2.624,0.95,0.921,confirmed
AD07CD,AD07CD.dspadpcm.bfstm,2376,2374,2.577,2.688,0.971,0.959,confirmed
AD07CDb,AD07CDb.dspadpcm.bfstm,2377,2375,2.601,2.56,0.971,0.984,confirmed
AD07SA,AD07SA.dspadpcm.bfstm,2378,2378,3.726,3.2,0.913,0.859,confirmed
AD07SB,AD07SB.dspadpcm.bfstm,2379,2379,4.273,3.733,0.888,0.874,confirmed
AD07SC,AD07SC.dspadpcm.bfstm,2380,2380,3.72,3.413,0.896,0.917,confirmed
AD07SD,AD07SD.dspadpcm.bfstm,2381,2381,3.539,3.456,0.913,0.977,confirmed
AD07SE,AD07SE.dspadpcm.bfstm,2382,2382,3.802,4.053,0.888,0.938,confirmed
AD07SF,AD07SF.dspadpcm.bfstm,2383,2383,3.265,3.691,0.888,0.885,confirmed
AD08CA,AD08CA.dspadpcm.bfstm,2384,2384,2.186,2.944,0.823,0.743,confirmed
AD08CB,AD08CB.dspadpcm.bfstm,2385,2385,2.239,2.901,0.796,0.772,confirmed
AD08CC,AD08CC.dspadpcm.bfstm,2386,2386,2.215,3.008,0.77,0.736,confirmed
AD08CD,AD08CD.dspadpcm.bfstm,2387,2387,2.187,3.2,0.823,0.683,confirmed
AD08CDb,AD08CDb.dspadpcm.bfstm,2388,2388,2.381,2.389,1.0,0.997,confirmed
AD08SA,AD08SA.dspadpcm.bfstm,2391,2391,1.778,1.792,0.845,0.992,confirmed
AD08SC,AD08SC.dspadpcm.bfstm,2393,2393,2.079,1.664,0.845,0.8,confirmed
AD08SD,AD08SD.dspadpcm.bfstm,2394,2394,2.029,1.941,0.788,0.957,confirmed
AD08SE,AD08SE.dspadpcm.bfstm,2395,2395,1.841,1.707,0.784,0.927,confirmed
AD08SF,AD08SF.dspadpcm.bfstm,2396,2396,1.68,1.792,0.845,0.938,confirmed
AD09CA,AD09CA.dspadpcm.bfstm,2397,2397,4.848,3.797,0.961,0.783,confirmed
AD09CB,AD09CB.dspadpcm.bfstm,2398,2398,4.485,3.029,0.958,0.675,confirmed
