cue,switch_bfstm,vita_dpk_index,orig_candidate,switch_dur,vita_dur,similarity,dur_ratio,verdict
IA03SC,IA03SC.dspadpcm.bfstm,4648,4648,1.413,1.621,0.743,0.872,confirmed
IA03SD,IA03SD.dspadpcm.bfstm,4649,4649,1.491,1.621,0.763,0.92,confirmed
IA03SE,IA03SE.dspadpcm.bfstm,4650,4650,1.552,1.835,0.743,0.846,confirmed
IA03SF,IA03SF.dspadpcm.bfstm,4651,4651,1.595,1.749,0.763,0.912,confirmed
IA04CA,IA04CA.dspadpcm.bfstm,4653,4652,0.938,0.981,0.949,0.956,confirmed
IA04CB,IA04CB.dspadpcm.bfstm,4654,4653,1.065,1.195,0.947,0.891,confirmed
IA04CC,IA04CC.dspadpcm.bfstm,4656,4654,0.955,1.067,0.947,0.895,confirmed
IA04CD,IA04CD.dspadpcm.bfstm,4657,4655,0.962,1.28,0.961,0.752,confirmed
IA04SA,IA04SA.dspadpcm.bfstm,4658,4658,0.937,1.387,0.706,0.676,confirmed
IA04SB,IA04SB.dspadpcm.bfstm,4659,4659,1.237,1.301,0.706,0.951,confirmed
IA04SC,IA04SC.dspadpcm.bfstm,4660,4660,0.997,1.515,0.269,0.658,no-match
IA04SD,IA04SD.dspadpcm.bfstm,4661,4661,1.072,1.515,0.706,0.708,confirmed
IA04SE,IA04SE.dspadpcm.bfstm,4662,4662,1.078,1.408,0.426,0.766,low-confidence
IA04SF,IA04SF.dspadpcm.bfstm,4664,4663,0.882,1.493,0.343,0.591,no-match
IA05CA,IA05CA.dspadpcm.bfstm,4666,4664,1.456,1.408,0.689,0.967,confirmed
IA05CB,IA05CB.dspadpcm.bfstm,4667,4665,1.642,1.621,0.674,0.987,confirmed
IA05CC,IA05CC.dspadpcm.bfstm,4668,4666,2.035,1.728,0.657,0.849,confirmed
IA05CD,IA05CD.dspadpcm.bfstm,4669,4667,1.346,1.536,0.659,0.876,confirmed
IA05SA,IA05SA.dspadpcm.bfstm,4670,4670,2.331,2.219,0.647,0.952,confirmed
IA05SB,IA05SB.dspadpcm.bfstm,4671,4671,2.693,2.752,0.647,0.979,confirmed
IA05SC,IA05SC.dspadpcm.bfstm,4672,4672,2.128,2.603,0.527,0.818,confirmed
IA05SD,IA05SD.dspadpcm.bfstm,4673,4673,2.427,2.411,0.656,0.993,confirmed
IA05SE,IA05SE.dspadpcm.bfstm,4674,4674,2.621,2.987,0.647,0.877,confirmed
IA05SF,IA05SF.dspadpcm.bfstm,4675,4675,1.861,2.816,0.647,0.661,confirmed
IA06CA,IA06CA.dspadpcm.bfstm,4676,4676,2.13,2.325,0.883,0.916,confirmed
IA06CB,IA06CB.dspadpcm.bfstm,4677,4677,2.04,2.197,0.845,0.929,confirmed
IA06CC,IA06CC.dspadpcm.bfstm,4678,4678,1.96,1.877,0.845,0.958,confirmed
IA06CD,IA06CD.dspadpcm.bfstm,4681,4679,2.008,2.027,0.845,0.991,confirmed
IA06SA,IA06SA.dspadpcm.bfstm,4682,4682,1.108,1.365,0.619,0.812,confirmed
IA06SB,IA06SB.dspadpcm.bfstm,4683,4683,1.824,1.451,0.636,0.796,confirmed
IA06SC,IA06SC.dspadpcm.bfstm,4684,4684,1.437,1.536,0.54,0.936,confirmed
IA06SD,IA06SD.dspadpcm.bfstm,4685,4685,1.148,1.472,0.619,0.78,confirmed
IA06SE,IA06SE.dspadpcm.bfstm,4686,4686,1.768,1.579,0.619,0.893,confirmed
IA06SF,IA06SF.dspadpcm.bfstm,4687,4687,1.387,1.664,0.54,0.834,confirmed
IA07CA,IA07CA.dspadpcm.bfstm,4688,4688,2.57,2.667,0.818,0.964,confirmed
IA07CB,IA07CB.dspadpcm.bfstm,4691,4689,3.141,2.88,0.814,0.917,confirmed
IA07CC,IA07CC.dspadpcm.bfstm,4692,4690,3.285,2.667,0.818,0.812,confirmed
IA07CD,IA07CD.dspadpcm.bfstm,4693,4691,2.451,2.581,0.819,0.95,confirmed
IA07SA,IA07SA.dspadpcm.bfstm,4694,4694,1.845,1.515,0.632,0.821,confirmed
IA07SB,IA07SB.dspadpcm.bfstm,4695,4695,1.749,2.347,0.455,0.745,confirmed
IA07SC,IA07SC.dspadpcm.bfstm,4696,4696,1.576,1.856,0.535,0.849,confirmed
IA07SD,IA07SD.dspadpcm.bfstm,4697,4697,1.427,1.643,0.632,0.869,confirmed
IA07SE,IA07SE.dspadpcm.bfstm,4698,4698,1.882,2.539,0.332,0.741,low-confidence
IA07SF,IA07SF.dspadpcm.bfstm,4699,4699,1.224,2.027,0.535,0.604,confirmed
IA08CA,IA08CA.dspadpcm.bfstm,4702,4700,4.341,3.861,0.706,0.889,confirmed
IA08CB,IA08CB.dspadpcm.bfstm,4703,4701,3.552,3.883,0.507,0.915,confirmed
IA08CC,IA08CC.dspadpcm.bfstm,4704,4702,4.064,4.501,0.706,0.903,confirmed
IA08CD,IA08CD.dspadpcm.bfstm,4705,4703,3.572,4.203,0.706,0.85,confirmed
IA08SA,IA08SA.dspadpcm.bfstm,4706,4706,0.918,0.811,,0.883,no-speech-durmatch
IA08SB,IA08SB.dspadpcm.bfstm,4707,4707,0.654,1.088,,0.601,no-speech-nomatch
IA08SC,IA08SC.dspadpcm.bfstm,4708,4708,1.095,1.259,,0.87,no-speech-durmatch
IA08SD,IA08SD.dspadpcm.bfstm,4709,4709,0.819,0.896,,0.914,no-speech-durmatch
IA08SF,IA08SF.dspadpcm.bfstm,4710,4710,1.082,1.195,,0.905,no-speech-durmatch
IA09CA,IA09CA.dspadpcm.bfstm,4712,4712,1.829,1.493,0.799,0.816,confirmed
IA09CB,IA09CB.dspadpcm.bfstm,4713,4713,2.08,1.536,0.81,0.738,confirmed
IA09CC,IA09CC.dspadpcm.bfstm,4715,4714,2.661,1.621,0.751,0.609,confirmed
IA09CD,IA09CD.dspadpcm.bfstm,4716,4715,1.757,1.664,0.782,0.947,confirmed
IA09SA,IA09SA.dspadpcm.bfstm,4717,4718,1.627,1.493,0.607,0.918,confirmed
IA09SB,IA09SB.dspadpcm.bfstm,4718,4719,1.576,1.664,,0.947,no-speech-durmatch
IA09SC,IA09SC.dspadpcm.bfstm,4719,4720,1.356,1.771,0.801,0.766,confirmed
IA09SD,IA09SD.dspadpcm.bfstm,4720,4721,1.23,1.707,0.61,0.721,confirmed
IA09SE,IA09SE.dspadpcm.bfstm,4722,4722,1.967,1.92,0.796,0.976,confirmed
IA09SF,IA09SF.dspadpcm.bfstm,4723,4723,1.327,1.835,0.836,0.723,confirmed
IA10CA,IA10CA.dspadpcm.bfstm,4724,4724,3.819,3.2,0.688,0.838,confirmed
IA10CB,IA10CB.dspadpcm.bfstm,4725,4725,3.029,2.923,0.778,0.965,confirmed
IA10CC,IA10CC.dspadpcm.bfstm,4726,4726,3.285,3.179,0.688,0.968,confirmed
IA10CD,IA10CD.dspadpcm.bfstm,4728,4727,3.107,3.179,0.688,0.977,confirmed
IA10SA,IA10SA.dspadpcm.bfstm,4730,4730,1.632,1.579,0.78,0.968,confirmed
IA10SB,IA10SB.dspadpcm.bfstm,4731,4731,1.915,1.6,0.741,0.836,confirmed
IA10SC,IA10SC.dspadpcm.bfstm,4732,4732,1.698,1.216,0.831,0.716,confirmed
IA10SD,IA10SD.dspadpcm.bfstm,4733,4733,1.663,1.707,0.687,0.974,confirmed
IA10SE,IA10SE.dspadpcm.bfstm,4734,4734,1.813,1.728,0.819,0.953,confirmed
IA10SF,IA10SF.dspadpcm.bfstm,4735,4735,1.389,1.323,0.811,0.952,confirmed
IA11CA,IA11CA.dspadpcm.bfstm,4736,4736,3.701,3.712,0.562,0.997,confirmed
IA11CB,IA11CB.dspadpcm.bfstm,4737,4737,3.328,3.563,0.674,0.934,confirmed
IA11CC,IA11CC.dspadpcm.bfstm,4739,4738,3.269,4.032,0.59,0.811,confirmed
IA11CD,IA11CD.dspadpcm.bfstm,4740,4739,3.289,3.883,0.59,0.847,confirmed
IA11SA,IA11SA.dspadpcm.bfstm,4742,4742,0.474,0.576,0.953,0.823,confirmed
IA11SB,IA11SB.dspadpcm.bfstm,4744,4743,1.096,0.853,,0.778,no-speech-nomatch
IA11SC,IA11SC.dspadpcm.bfstm,4745,4744,0.67,0.619,,0.924,no-speech-durmatch
IA11SD,IA11SD.dspadpcm.bfstm,4746,4745,0.682,0.811,0.951,0.841,confirmed
IA11SE,IA11SE.dspadpcm.bfstm,4747,4746,0.731,0.939,0.944,0.778,confirmed
IA11SF,IA11SF.dspadpcm.bfstm,4748,4747,0.481,1.749,,0.275,no-speech-nomatch
IA12CA,IA12CA.dspadpcm.bfstm,4749,4748,1.946,2.048,0.733,0.95,confirmed
IA12CB,IA12CB.dspadpcm.bfstm,4751,4749,1.915,1.92,0.731,0.997,confirmed
IA12CC,IA12CC.dspadpcm.bfstm,4752,4750,2.627,2.219,0.733,0.845,confirmed
IA12CD,IA12CD.dspadpcm.bfstm,4753,4751,2.274,2.325,0.731,0.978,confirmed
IA12SA,IA12SA.dspadpcm.bfstm,4754,4754,1.143,1.429,0.628,0.8,confirmed
IA12SB,IA12SB.dspadpcm.bfstm,4755,4755,1.525,1.749,,0.872,no-speech-durmatch
IA12SC,IA12SC.dspadpcm.bfstm,4756,4756,1.395,1.195,0.582,0.857,confirmed
IA12SD,IA12SD.dspadpcm.bfstm,4757,4757,1.2,1.557,0.628,0.771,confirmed
IA12SE,IA12SE.dspadpcm.bfstm,4758,4758,1.603,1.899,0.368,0.844,low-confidence
IA12SF,IA12SF.dspadpcm.bfstm,4759,4759,1.309,1.301,0.628,0.994,confirmed
IA13CA,IA13CA.dspadpcm.bfstm,4761,4760,4.047,3.691,0.696,0.912,confirmed
IA13CB,IA13CB.dspadpcm.bfstm,4762,4761,3.835,3.605,0.745,0.94,confirmed
IA13CC,IA13CC.dspadpcm.bfstm,4763,4762,3.37,3.968,0.76,0.849,confirmed
IA13CD,IA13CD.dspadpcm.bfstm,4764,4763,3.76,4.011,0.729,0.937,confirmed
IA13SA,IA13SA.dspadpcm.bfstm,4766,4766,0.946,1.237,0.674,0.765,confirmed
IA13SB,IA13SB.dspadpcm.bfstm,4767,4767,1.266,1.749,0.629,0.724,confirmed
IA13SC,IA13SC.dspadpcm.bfstm,4768,4768,1.147,1.557,0.629,0.737,confirmed
IA13SD,IA13SD.dspadpcm.bfstm,4769,4769,1.034,1.344,0.629,0.769,confirmed
IA13SE,IA13SE.dspadpcm.bfstm,4770,4770,1.347,1.899,0.674,0.709,confirmed
IA13SF,IA13SF.dspadpcm.bfstm,4771,4771,1.048,1.707,0.674,0.614,confirmed
IA14SA,IA14SA.dspadpcm.bfstm,4772,4772,1.624,2.048,0.622,0.793,confirmed
IA14SB,IA14SB.dspadpcm.bfstm,4773,4773,2.436,2.773,0.575,0.878,confirmed
IA14SC,IA14SC.dspadpcm.bfstm,4774,4774,2.024,2.709,0.617,0.747,confirmed
IA14SD,IA14SD.dspadpcm.bfstm,4775,4775,1.722,2.219,0.622,0.776,confirmed
IA14SE,IA14SE.dspadpcm.bfstm,4776,4776,2.107,3.029,0.614,0.696,confirmed
IA14SF,IA14SF.dspadpcm.bfstm,4777,4777,2.173,2.944,0.617,0.738,confirmed
IA15SA,IA15SA.dspadpcm.bfstm,4778,4778,1.366,1.792,0.825,0.762,confirmed
IA15SB,IA15SB.dspadpcm.bfstm,4779,4779,2.178,1.941,0.505,0.891,confirmed
IA15SC,IA15SC.dspadpcm.bfstm,4780,4780,1.57,1.387,0.663,0.883,confirmed
IA15SD,IA15SD.dspadpcm.bfstm,4781,4781,1.589,1.941,0.825,0.819,confirmed
IA15SE,IA15SE.dspadpcm.bfstm,4782,4782,2.128,2.112,0.753,0.992,confirmed
IA15SF,IA15SF.dspadpcm.bfstm,4783,4783,1.645,1.493,0.652,0.908,confirmed
IA16SA,IA16SA.dspadpcm.bfstm,4784,4784,1.714,2.048,0.834,0.837,confirmed
IA16SB,IA16SB.dspadpcm.bfstm,4785,4785,2.277,1.941,0.613,0.852,confirmed
IA16SC,IA16SC.dspadpcm.bfstm,4786,4786,1.783,1.899,0.688,0.939,confirmed
IA16SD,IA16SD.dspadpcm.bfstm,4787,4787,2.058,2.219,0.843,0.927,confirmed
IA16SE,IA16SE.dspadpcm.bfstm,4788,4788,1.896,2.112,0.823,0.898,confirmed
IA16SF,IA16SF.dspadpcm.bfstm,4789,4789,1.952,2.069,0.748,0.943,confirmed
IA17SB,IA17SB.dspadpcm.bfstm,4790,4790,0.885,0.917,0.823,0.965,confirmed
IA17SC,IA17SC.dspadpcm.bfstm,4791,4791,1.017,1.28,0.497,0.795,confirmed
IA17SD,IA17SD.dspadpcm.bfstm,4792,4792,1.119,1.152,0.743,0.971,confirmed
IA17SE,IA17SE.dspadpcm.bfstm,4793,4793,0.976,1.003,0.812,0.973,confirmed
IA17SF,IA17SF.dspadpcm.bfstm,4795,4794,0.976,1.259,0.812,0.775,confirmed
IA18SA,IA18SA.dspadpcm.bfstm,4796,4795,1.454,1.835,0.599,0.792,confirmed
IA18SB,IA18SB.dspadpcm.bfstm,4797,4796,1.677,2.048,0.527,0.819,confirmed
IA18SC,IA18SC.dspadpcm.bfstm,4798,4797,1.485,2.283,0.564,0.65,confirmed
IA18SD,IA18SD.dspadpcm.bfstm,4799,4798,1.412,2.005,0.564,0.704,confirmed
IA18SE,IA18SE.dspadpcm.bfstm,4800,4799,1.322,2.219,0.516,0.596,confirmed
IA18SF,IA18SF.dspadpcm.bfstm,4801,4800,1.747,2.475,0.564,0.706,confirmed
IA19SA,IA19SA.dspadpcm.bfstm,4802,4802,2.241,2.283,0.733,0.982,confirmed
IA19SB,IA19SB.dspadpcm.bfstm,4803,4803,3.77,2.261,0.733,0.6,confirmed
IA19SC,IA19SC.dspadpcm.bfstm,4804,4805,2.553,2.133,0.733,0.835,confirmed
IA19SD,IA19SD.dspadpcm.bfstm,4805,4806,2.39,2.475,0.692,0.966,confirmed
IA19SE,IA19SE.dspadpcm.bfstm,4806,4807,2.209,2.453,0.69,0.901,confirmed
IA19SF,IA19SF.dspadpcm.bfstm,4807,4808,2.141,2.325,0.733,0.921,confirmed
IA20SA,IA20SA.dspadpcm.bfstm,4808,4809,1.368,1.685,0.686,0.812,confirmed
IA20SB,IA20SB.dspadpcm.bfstm,4809,4810,3.205,1.664,0.646,0.519,confirmed
IA20SC,IA20SC.dspadpcm.bfstm,4810,4811,1.595,2.389,0.658,0.668,confirmed
IA20SD,IA20SD.dspadpcm.bfstm,4811,4812,1.489,1.835,0.686,0.811,confirmed
IA20SE,IA20SE.dspadpcm.bfstm,4812,4815,1.783,1.792,0.686,0.995,confirmed
IA20SF,IA20SF.dspadpcm.bfstm,4813,4816,1.77,2.581,0.686,0.686,confirmed
IA21SA,IA21SA.dspadpcm.bfstm,4814,4817,1.067,1.195,0.292,0.893,no-match
IA21SB,IA21SB.dspadpcm.bfstm,4815,4818,1.088,1.771,,0.614,no-speech-nomatch
IA21SC,IA21SC.dspadpcm.bfstm,4816,4820,0.851,1.963,0.264,0.434,no-match
IA21SD,IA21SD.dspadpcm.bfstm,4817,4821,1.187,1.301,0.299,0.912,no-match
IA21SE,IA21SE.dspadpcm.bfstm,4818,4822,1.016,1.92,0.292,0.529,no-match
IA22SA,IA22SA.dspadpcm.bfstm,4819,4823,0.935,2.133,0.673,0.438,no-match
IA22SD,IA22SD.dspadpcm.bfstm,4820,4824,1.19,0.96,0.709,0.807,confirmed
IA22SE,IA22SE.dspadpcm.bfstm,4822,4825,0.759,1.024,,0.741,no-speech-nomatch
IA23SA,IA23SA.dspadpcm.bfstm,4826,4826,3.84,4.416,0.861,0.87,confirmed
IA23SB,IA23SB.dspadpcm.bfstm,4827,4827,4.619,4.416,0.865,0.956,confirmed
IA23SC,IA23SC.dspadpcm.bfstm,4828,4828,3.504,3.904,0.814,0.898,confirmed
IA23SD,IA23SD.dspadpcm.bfstm,4829,4829,3.818,4.779,0.873,0.799,confirmed
IA23SE,IA23SE.dspadpcm.bfstm,4830,4830,4.73,4.779,0.86,0.99,confirmed
IA23SF,IA23SF.dspadpcm.bfstm,4831,4831,3.908,4.224,0.86,0.925,confirmed
IA24SA,IA24SA.dspadpcm.bfstm,4832,4832,2.189,1.067,0.952,0.487,no-match
IA24SB,IA24SB.dspadpcm.bfstm,4833,4833,2.08,2.048,0.952,0.985,confirmed
IA24SC,IA24SC.dspadpcm.bfstm,4834,4834,1.976,1.707,0.861,0.864,confirmed
IA24SD,IA24SD.dspadpcm.bfstm,4835,4835,1.778,1.152,0.952,0.648,confirmed
IA24SE,IA24SE.dspadpcm.bfstm,4836,4836,2.709,2.24,0.952,0.827,confirmed
IA24SF,IA24SF.dspadpcm.bfstm,4837,4837,1.845,1.856,0.934,0.994,confirmed
IA25SA,IA25SA.dspadpcm.bfstm,4838,4838,2.093,2.176,0.879,0.962,confirmed
IA25SB,IA25SB.dspadpcm.bfstm,4839,4839,2.427,2.347,0.879,0.967,confirmed
IA25SC,IA25SC.dspadpcm.bfstm,4840,4840,1.395,2.24,0.653,0.623,confirmed
IA25SD,IA25SD.dspadpcm.bfstm,4841,4841,1.739,2.347,0.879,0.741,confirmed
IA25SE,IA25SE.dspadpcm.bfstm,4842,4842,2.427,2.539,0.879,0.956,confirmed
IA25SF,IA25SF.dspadpcm.bfstm,4843,4843,1.645,2.432,0.85,0.676,confirmed
IA26SA,IA26SA.dspadpcm.bfstm,4844,4844,2.731,3.2,0.756,0.853,confirmed
IA26SB,IA26SB.dspadpcm.bfstm,4845,4845,3.834,3.307,0.75,0.863,confirmed
IA26SC,IA26SC.dspadpcm.bfstm,4846,4846,2.672,2.944,0.781,0.908,confirmed
IA26SD,IA26SD.dspadpcm.bfstm,4847,4847,3.099,3.477,0.781,0.891,confirmed
IA26SE,IA26SE.dspadpcm.bfstm,4848,4848,3.066,3.605,0.755,0.85,confirmed
IA26SF,IA26SF.dspadpcm.bfstm,4849,4849,3.264,3.179,0.75,0.974,confirmed
IA27SA,IA27SA.dspadpcm.bfstm,4850,4850,3.439,3.605,0.902,0.954,confirmed
IA27SB,IA27SB.dspadpcm.bfstm,4851,4851,5.157,4.587,0.936,0.889,confirmed
IA27SC,IA27SC.dspadpcm.bfstm,4852,4852,3.744,3.776,0.907,0.992,confirmed
IA27SD,IA27SD.dspadpcm.bfstm,4853,4853,4.149,3.925,0.901,0.946,confirmed
IA27SE,IA27SE.dspadpcm.bfstm,4854,4854,5.109,4.992,0.929,0.977,confirmed
IA27SF,IA27SF.dspadpcm.bfstm,4855,4855,4.511,4.096,0.91,0.908,confirmed
IA28SA,IA28SA.dspadpcm.bfstm,4857,4857,2.886,2.837,0.739,0.983,confirmed
IA28SC,IA28SC.dspadpcm.bfstm,4858,4858,2.49,2.539,0.667,0.981,confirmed
IA28SD,IA28SD.dspadpcm.bfstm,4859,4859,2.664,2.453,0.7,0.921,confirmed
IA28SE,IA28SE.dspadpcm.bfstm,4860,4860,4.043,3.072,0.739,0.76,confirmed
IA28SF,IA28SF.dspadpcm.bfstm,4861,4861,3.053,2.752,0.732,0.901,confirmed
IB01CA,IB01CA.dspadpcm.bfstm,4862,4862,4.794,3.904,0.632,0.814,confirmed
IB01CB,IB01CB.dspadpcm.bfstm,4863,4863,3.754,3.627,0.632,0.966,confirmed
IB01CC,IB01CC.dspadpcm.bfstm,4865,4864,4.293,4.245,0.627,0.989,confirmed
IB01CD,IB01CD.dspadpcm.bfstm,4867,4865,3.824,3.797,0.627,0.993,confirmed
IB01SA,IB01SA.dspadpcm.bfstm,4868,4868,2.773,2.987,0.918,0.928,confirmed
IB01SB,IB01SB.dspadpcm.bfstm,4869,4869,2.501,2.795,0.883,0.895,confirmed
IB01SC,IB01SC.dspadpcm.bfstm,4870,4870,2.347,2.816,0.889,0.833,confirmed
IB01SE,IB01SE.dspadpcm.bfstm,4872,4871,3.064,3.029,0.823,0.989,confirmed
IB01SF,IB01SF.dspadpcm.bfstm,4873,4872,2.045,3.072,0.889,0.666,confirmed
IB02CA,IB02CA.dspadpcm.bfstm,4875,4873,3.38,3.285,0.672,0.972,confirmed
IB02CB,IB02CB.dspadpcm.bfstm,4876,4874,2.582,3.179,0.672,0.812,confirmed
IB02CC,IB02CC.dspadpcm.bfstm,4877,4875,3.744,3.456,0.648,0.923,confirmed
IB02CD,IB02CD.dspadpcm.bfstm,4878,4876,2.803,3.563,0.672,0.787,confirmed
IB02SA,IB02SA.dspadpcm.bfstm,4880,4879,2.88,2.752,0.797,0.956,confirmed
IB02SB,IB02SB.dspadpcm.bfstm,4881,4880,2.864,2.517,0.779,0.879,confirmed
IB02SC,IB02SC.dspadpcm.bfstm,4882,4881,2.457,2.816,0.791,0.873,confirmed
IB02SD,IB02SD.dspadpcm.bfstm,4883,4882,2.373,2.987,0.803,0.794,confirmed
IB02SE,IB02SE.dspadpcm.bfstm,4884,4883,3.008,2.731,0.791,0.908,confirmed
IB02SF,IB02SF.dspadpcm.bfstm,4885,4884,2.298,3.051,0.789,0.753,confirmed
IB03CA,IB03CA.dspadpcm.bfstm,4886,4886,5.067,4.437,0.844,0.876,confirmed
IB03CB,IB03CB.dspadpcm.bfstm,4887,4887,4.178,3.563,0.864,0.853,confirmed
IB03CC,IB03CC.dspadpcm.bfstm,4889,4888,5.36,4.821,0.84,0.899,confirmed
IB03CD,IB03CD.dspadpcm.bfstm,4890,4889,3.76,3.883,0.886,0.968,confirmed
IB03SA,IB03SA.dspadpcm.bfstm,4892,4892,5.142,4.757,0.817,0.925,confirmed
IB03SB,IB03SB.dspadpcm.bfstm,4893,4893,4.992,4.288,0.736,0.859,confirmed
IB03SC,IB03SC.dspadpcm.bfstm,4894,4894,4.244,4.288,0.797,0.99,confirmed
IB03SD,IB03SD.dspadpcm.bfstm,4895,4895,4.589,5.163,0.817,0.889,confirmed
IB03SE,IB03SE.dspadpcm.bfstm,4896,4896,5.018,4.672,0.841,0.931,confirmed
IB03SF,IB03SF.dspadpcm.bfstm,4897,4897,4.245,4.651,0.788,0.913,confirmed
IB04SA,IB04SA.dspadpcm.bfstm,4898,4898,3.586,3.349,0.711,0.934,confirmed
IB04SB,IB04SB.dspadpcm.bfstm,4899,4899,4.155,2.965,0.751,0.714,confirmed
IB04SC,IB04SC.dspadpcm.bfstm,4900,4900,3.351,3.157,0.725,0.942,confirmed
IB04SD,IB04SD.dspadpcm.bfstm,4901,4901,3.804,3.648,0.669,0.959,confirmed
IB04SE,IB04SE.dspadpcm.bfstm,4902,4902,3.969,3.221,0.711,0.812,confirmed
IB04SF,IB04SF.dspadpcm.bfstm,4903,4903,3.334,3.413,0.698,0.977,confirmed
JA01SA,JA01SA.dspadpcm.bfstm,4904,4904,0.864,1.216,0.389,0.711,low-confidence
JA01SB,JA01SB.dspadpcm.bfstm,4905,4905,1.124,1.323,0.754,0.85,confirmed
JA01SC,JA01SC.dspadpcm.bfstm,4906,4907,0.965,1.643,0.704,0.587,confirmed
JA01SD,JA01SD.dspadpcm.bfstm,4907,4908,1.271,1.323,0.754,0.961,confirmed
JA01SE,JA01SE.dspadpcm.bfstm,4908,4910,1.197,1.451,0.754,0.825,confirmed
JA01SF,JA01SF.dspadpcm.bfstm,4909,4911,1.295,1.792,0.754,0.723,confirmed
JA02SA,JA02SA.dspadpcm.bfstm,4911,4912,1.284,1.387,,0.926,no-speech-durmatch
JA02SB,JA02SB.dspadpcm.bfstm,4913,4913,0.956,1.109,,0.862,no-speech-durmatch
JA02SD,JA02SD.dspadpcm.bfstm,4914,4914,0.697,1.515,0.953,0.46,no-match
JA02SF,JA02SF.dspadpcm.bfstm,4915,4915,0.682,1.685,0.3,0.405,no-match
JA03SA,JA03SA.dspadpcm.bfstm,4916,4916,2.4,2.645,0.779,0.907,confirmed
JA03SB,JA03SB.dspadpcm.bfstm,4917,4917,2.768,2.795,0.763,0.99,confirmed
JA03SC,JA03SC.dspadpcm.bfstm,4918,4918,2.703,2.987,0.716,0.905,confirmed
JA03SD,JA03SD.dspadpcm.bfstm,4919,4919,2.468,2.859,0.727,0.863,confirmed
JA03SE,JA03SE.dspadpcm.bfstm,4920,4920,2.551,3.029,0.715,0.842,confirmed
JA03SF,JA03SF.dspadpcm.bfstm,4921,4921,2.293,3.243,0.765,0.707,confirmed
JA04SA,JA04SA.dspadpcm.bfstm,4922,4922,1.963,2.24,0.789,0.876,confirmed
JA04SB,JA04SB.dspadpcm.bfstm,4923,4923,2.411,2.24,0.789,0.929,confirmed
JA04SC,JA04SC.dspadpcm.bfstm,4924,4924,1.78,2.197,0.789,0.81,confirmed
JA04SD,JA04SD.dspadpcm.bfstm,4925,4925,2.089,2.432,0.789,0.859,confirmed
JA04SE,JA04SE.dspadpcm.bfstm,4926,4926,2.032,2.432,0.764,0.836,confirmed
JA04SF,JA04SF.dspadpcm.bfstm,4927,4927,2.239,2.389,0.789,0.937,confirmed
JA05SA,JA05SA.dspadpcm.bfstm,4928,4928,2.331,2.069,0.42,0.888,low-confidence
JA05SB,JA05SB.dspadpcm.bfstm,4929,4929,2.441,2.389,0.435,0.979,low-confidence
JA05SC,JA05SC.dspadpcm.bfstm,4930,4930,2.31,2.176,0.578,0.942,confirmed
JA05SD,JA05SD.dspadpcm.bfstm,4931,4931,2.482,2.261,0.703,0.911,confirmed
JA05SE,JA05SE.dspadpcm.bfstm,4932,4932,2.384,2.603,0.714,0.916,confirmed
JA05SF,JA05SF.dspadpcm.bfstm,4933,4933,2.213,2.347,0.379,0.943,low-confidence
JA06SA,JA06SA.dspadpcm.bfstm,4934,4934,2.315,2.304,0.856,0.995,confirmed
JA06SB,JA06SB.dspadpcm.bfstm,4935,4935,2.764,2.453,0.596,0.887,confirmed
JA06SC,JA06SC.dspadpcm.bfstm,4936,4936,2.797,2.176,0.738,0.778,confirmed
JA06SD,JA06SD.dspadpcm.bfstm,4937,4937,2.634,2.496,0.835,0.948,confirmed
JA06SE,JA06SE.dspadpcm.bfstm,4938,4938,2.693,2.667,0.852,0.99,confirmed
JA06SF,JA06SF.dspadpcm.bfstm,4939,4939,3.232,2.347,0.736,0.726,confirmed
JA07SA,JA07SA.dspadpcm.bfstm,4940,4940,2.837,2.944,0.887,0.964,confirmed
JA07SB,JA07SB.dspadpcm.bfstm,4941,4941,2.957,2.944,0.887,0.996,confirmed
JA07SC,JA07SC.dspadpcm.bfstm,4942,4942,3.456,2.453,0.772,0.71,confirmed
JA07SD,JA07SD.dspadpcm.bfstm,4943,4943,3.008,3.2,0.887,0.94,confirmed
JA07SE,JA07SE.dspadpcm.bfstm,4944,4944,3.943,3.2,0.887,0.812,confirmed
JA07SF,JA07SF.dspadpcm.bfstm,4945,4945,2.57,2.667,0.88,0.964,confirmed
JA08SA,JA08SA.dspadpcm.bfstm,4946,4946,2.894,2.816,0.732,0.973,confirmed
JA08SB,JA08SB.dspadpcm.bfstm,4947,4947,2.981,3.179,0.804,0.938,confirmed
JA08SC,JA08SC.dspadpcm.bfstm,4948,4948,2.945,2.88,0.784,0.978,confirmed
JA08SD,JA08SD.dspadpcm.bfstm,4949,4949,3.088,3.051,0.842,0.988,confirmed
JA08SE,JA08SE.dspadpcm.bfstm,4950,4950,2.805,3.456,0.804,0.812,confirmed
JA08SF,JA08SF.dspadpcm.bfstm,4951,4951,2.757,3.136,0.831,0.879,confirmed
JA09SA,JA09SA.dspadpcm.bfstm,4952,4952,1.08,1.344,0.758,0.804,confirmed
JA09SB,JA09SB.dspadpcm.bfstm,4953,4953,1.417,1.472,0.789,0.963,confirmed
JA09SC,JA09SC.dspadpcm.bfstm,4954,4954,1.205,1.579,0.71,0.763,confirmed
JA09SD,JA09SD.dspadpcm.bfstm,4955,4955,1.02,1.472,0.758,0.693,confirmed
